Frame,Elapsed_Time_In_Milliseconds,Time,Hand_Position_X,Hand_Position_Y,Hand_Position_Z,Thumb_CMC_Position_X,Thumb_CMC_Position_Y,Thumb_CMC_Position_Z,Thumb_MCP_Position_X,Thumb_MCP_Position_Y,Thumb_MCP_Position_Z,Thumb_DIP_Position_X,Thumb_DIP_Position_Y,Thumb_DIP_Position_Z,Thumb_TIP_Position_X,Thumb_TIP_Position_Y,Thumb_TIP_Position_Z,Index_CMC_Position_X,Index_CMC_Position_Y,Index_CMC_Position_Z,Index_MCP_Position_X,Index_MCP_Position_Y,Index_MCP_Position_Z,Index_PIP_Position_X,Index_PIP_Position_Y,Index_PIP_Position_Z,Index_DIP_Position_X,Index_DIP_Position_Y,Index_DIP_Position_Z,Index_TIP_Position_X,Index_TIP_Position_Y,Index_TIP_Position_Z,Middle_CMC_Position_X,Middle_CMC_Position_Y,Middle_CMC_Position_Z,Middle_MCP_Position_X,Middle_MCP_Position_Y,Middle_MCP_Position_Z,Middle_PIP_Position_X,Middle_PIP_Position_Y,Middle_PIP_Position_Z,Middle_DIP_Position_X,Middle_DIP_Position_Y,Middle_DIP_Position_Z,Middle_TIP_Position_X,Middle_TIP_Position_Y,Middle_TIP_Position_Z,Ring_CMC_Position_X,Ring_CMC_Position_Y,Ring_CMC_Position_Z,Ring_MCP_Position_X,Ring_MCP_Position_Y,Ring_MCP_Position_Z,Ring_PIP_Position_X,Ring_PIP_Position_Y,Ring_PIP_Position_Z,Ring_DIP_Position_X,Ring_DIP_Position_Y,Ring_DIP_Position_Z,Ring_TIP_Position_X,Ring_TIP_Position_Y,Ring_TIP_Position_Z,Pinky_CMC_Position_X,Pinky_CMC_Position_Y,Pinky_CMC_Position_Z,Pinky_MCP_Position_X,Pinky_MCP_Position_Y,Pinky_MCP_Position_Z,Pinky_PIP_Position_X,Pinky_PIP_Position_Y,Pinky_PIP_Position_Z,Pinky_DIP_Position_X,Pinky_DIP_Position_Y,Pinky_DIP_Position_Z,Pinky_TIP_Position_X,Pinky_TIP_Position_Y,Pinky_TIP_Position_Z,Hand_Rotation_X,Hand_Rotation_Y,Hand_Rotation_Z,Thumb_CMC_Rotation_X,Thumb_CMC_Rotation_Y,Thumb_CMC_Rotation_Z,Thumb_MCP_Rotation_X,Thumb_MCP_Rotation_Y,Thumb_MCP_Rotation_Z,Thumb_DIP_Rotation_X,Thumb_DIP_Rotation_Y,Thumb_DIP_Rotation_Z,Thumb_TIP_Rotation_X,Thumb_TIP_Rotation_Y,Thumb_TIP_Rotation_Z,Index_CMC_Rotation_X,Index_CMC_Rotation_Y,Index_CMC_Rotation_Z,Index_MCP_Rotation_X,Index_MCP_Rotation_Y,Index_MCP_Rotation_Z,Index_PIP_Rotation_X,Index_PIP_Rotation_Y,Index_PIP_Rotation_Z,Index_DIP_Rotation_X,Index_DIP_Rotation_Y,Index_DIP_Rotation_Z,Index_TIP_Rotation_X,Index_TIP_Rotation_Y,Index_TIP_Rotation_Z,Middle_CMC_Rotation_X,Middle_CMC_Rotation_Y,Middle_CMC_Rotation_Z,Middle_MCP_Rotation_X,Middle_MCP_Rotation_Y,Middle_MCP_Rotation_Z,Middle_PIP_Rotation_X,Middle_PIP_Rotation_Y,Middle_PIP_Rotation_Z,Middle_DIP_Rotation_X,Middle_DIP_Rotation_Y,Middle_DIP_Rotation_Z,Middle_TIP_Rotation_X,Middle_TIP_Rotation_Y,Middle_TIP_Rotation_Z,Ring_CMC_Rotation_X,Ring_CMC_Rotation_Y,Ring_CMC_Rotation_Z,Ring_MCP_Rotation_X,Ring_MCP_Rotation_Y,Ring_MCP_Rotation_Z,Ring_PIP_Rotation_X,Ring_PIP_Rotation_Y,Ring_PIP_Rotation_Z,Ring_DIP_Rotation_X,Ring_DIP_Rotation_Y,Ring_DIP_Rotation_Z,Ring_TIP_Rotation_X,Ring_TIP_Rotation_Y,Ring_TIP_Rotation_Z,Pinky_CMC_Rotation_X,Pinky_CMC_Rotation_Y,Pinky_CMC_Rotation_Z,Pinky_MCP_Rotation_X,Pinky_MCP_Rotation_Y,Pinky_MCP_Rotation_Z,Pinky_PIP_Rotation_X,Pinky_PIP_Rotation_Y,Pinky_PIP_Rotation_Z,Pinky_DIP_Rotation_X,Pinky_DIP_Rotation_Y,Pinky_DIP_Rotation_Z,Pinky_TIP_Rotation_X,Pinky_TIP_Rotation_Y,Pinky_TIP_Rotation_Z,Hand_Velocity_X,Hand_Velocity_Y,Hand_Velocity_Z,Thumb_CMC_Velocity_X,Thumb_CMC_Velocity_Y,Thumb_CMC_Velocity_Z,Thumb_MCP_Velocity_X,Thumb_MCP_Velocity_Y,Thumb_MCP_Velocity_Z,Thumb_DIP_Velocity_X,Thumb_DIP_Velocity_Y,Thumb_DIP_Velocity_Z,Thumb_TIP_Velocity_X,Thumb_TIP_Velocity_Y,Thumb_TIP_Velocity_Z,Index_CMC_Velocity_X,Index_CMC_Velocity_Y,Index_CMC_Velocity_Z,Index_MCP_Velocity_X,Index_MCP_Velocity_Y,Index_MCP_Velocity_Z,Index_PIP_Velocity_X,Index_PIP_Velocity_Y,Index_PIP_Velocity_Z,Index_DIP_Velocity_X,Index_DIP_Velocity_Y,Index_DIP_Velocity_Z,Index_TIP_Velocity_X,Index_TIP_Velocity_Y,Index_TIP_Velocity_Z,Middle_CMC_Velocity_X,Middle_CMC_Velocity_Y,Middle_CMC_Velocity_Z,Middle_MCP_Velocity_X,Middle_MCP_Velocity_Y,Middle_MCP_Velocity_Z,Middle_PIP_Velocity_X,Middle_PIP_Velocity_Y,Middle_PIP_Velocity_Z,Middle_DIP_Velocity_X,Middle_DIP_Velocity_Y,Middle_DIP_Velocity_Z,Middle_TIP_Velocity_X,Middle_TIP_Velocity_Y,Middle_TIP_Velocity_Z,Ring_CMC_Velocity_X,Ring_CMC_Velocity_Y,Ring_CMC_Velocity_Z,Ring_MCP_Velocity_X,Ring_MCP_Velocity_Y,Ring_MCP_Velocity_Z,Ring_PIP_Velocity_X,Ring_PIP_Velocity_Y,Ring_PIP_Velocity_Z,Ring_DIP_Velocity_X,Ring_DIP_Velocity_Y,Ring_DIP_Velocity_Z,Ring_TIP_Velocity_X,Ring_TIP_Velocity_Y,Ring_TIP_Velocity_Z,Pinky_CMC_Velocity_X,Pinky_CMC_Velocity_Y,Pinky_CMC_Velocity_Z,Pinky_MCP_Velocity_X,Pinky_MCP_Velocity_Y,Pinky_MCP_Velocity_Z,Pinky_PIP_Velocity_X,Pinky_PIP_Velocity_Y,Pinky_PIP_Velocity_Z,Pinky_DIP_Velocity_X,Pinky_DIP_Velocity_Y,Pinky_DIP_Velocity_Z,Pinky_TIP_Velocity_X,Pinky_TIP_Velocity_Y,Pinky_TIP_Velocity_Z,Hand_Acceleration_X,Hand_Acceleration_Y,Hand_Acceleration_Z,Thumb_CMC_Acceleration_X,Thumb_CMC_Acceleration_Y,Thumb_CMC_Acceleration_Z,Thumb_MCP_Acceleration_X,Thumb_MCP_Acceleration_Y,Thumb_MCP_Acceleration_Z,Thumb_DIP_Acceleration_X,Thumb_DIP_Acceleration_Y,Thumb_DIP_Acceleration_Z,Thumb_TIP_Acceleration_X,Thumb_TIP_Acceleration_Y,Thumb_TIP_Acceleration_Z,Index_CMC_Acceleration_X,Index_CMC_Acceleration_Y,Index_CMC_Acceleration_Z,Index_MCP_Acceleration_X,Index_MCP_Acceleration_Y,Index_MCP_Acceleration_Z,Index_PIP_Acceleration_X,Index_PIP_Acceleration_Y,Index_PIP_Acceleration_Z,Index_DIP_Acceleration_X,Index_DIP_Acceleration_Y,Index_DIP_Acceleration_Z,Index_TIP_Acceleration_X,Index_TIP_Acceleration_Y,Index_TIP_Acceleration_Z,Middle_CMC_Acceleration_X,Middle_CMC_Acceleration_Y,Middle_CMC_Acceleration_Z,Middle_MCP_Acceleration_X,Middle_MCP_Acceleration_Y,Middle_MCP_Acceleration_Z,Middle_PIP_Acceleration_X,Middle_PIP_Acceleration_Y,Middle_PIP_Acceleration_Z,Middle_DIP_Acceleration_X,Middle_DIP_Acceleration_Y,Middle_DIP_Acceleration_Z,Middle_TIP_Acceleration_X,Middle_TIP_Acceleration_Y,Middle_TIP_Acceleration_Z,Ring_CMC_Acceleration_X,Ring_CMC_Acceleration_Y,Ring_CMC_Acceleration_Z,Ring_MCP_Acceleration_X,Ring_MCP_Acceleration_Y,Ring_MCP_Acceleration_Z,Ring_PIP_Acceleration_X,Ring_PIP_Acceleration_Y,Ring_PIP_Acceleration_Z,Ring_DIP_Acceleration_X,Ring_DIP_Acceleration_Y,Ring_DIP_Acceleration_Z,Ring_TIP_Acceleration_X,Ring_TIP_Acceleration_Y,Ring_TIP_Acceleration_Z,Pinky_CMC_Acceleration_X,Pinky_CMC_Acceleration_Y,Pinky_CMC_Acceleration_Z,Pinky_MCP_Acceleration_X,Pinky_MCP_Acceleration_Y,Pinky_MCP_Acceleration_Z,Pinky_PIP_Acceleration_X,Pinky_PIP_Acceleration_Y,Pinky_PIP_Acceleration_Z,Pinky_DIP_Acceleration_X,Pinky_DIP_Acceleration_Y,Pinky_DIP_Acceleration_Z,Pinky_TIP_Acceleration_X,Pinky_TIP_Acceleration_Y,Pinky_TIP_Acceleration_Z,Pinch_ThumbToIndex,Pinch_ThumbToMiddle,Pinch_ThumbToRing,Pinch_ThumbToPinky,Thumb_CMC_Spread,Thumb_CMC_Flex,Thumb_PIP_Flex,Thumb_DIP_Flex,Index_MCP_Spread,Index_MCP_Flex,Index_PIP_Flex,Index_DIP_Flex,Middle_MCP_Spread,Middle_MCP_Flex,Middle_PIP_Flex,Middle_DIP_Flex,Ring_MCP_Spread,Ring_MCP_Flex,Ring_PIP_Flex,Ring_DIP_Flex,Pinky_MCP_Spread,Pinky_MCP_Flex,Pinky_PIP_Flex,Pinky_DIP_Flex,Thumb_CMC_Spread_AngularVelocity,Thumb_CMC_Flex_AngularVelocity,Thumb_PIP_Flex_AngularVelocity,Thumb_DIP_Flex_AngularVelocity,Index_MCP_Spread_AngularVelocity,Index_MCP_Flex_AngularVelocity,Index_PIP_Flex_AngularVelocity,Index_DIP_Flex_AngularVelocity,Middle_MCP_Spread_AngularVelocity,Middle_MCP_Flex_AngularVelocity,Middle_PIP_Flex_AngularVelocity,Middle_DIP_Flex_AngularVelocity,Ring_MCP_Spread_AngularVelocity,Ring_MCP_Flex_AngularVelocity,Ring_PIP_Flex_AngularVelocity,Ring_DIP_Flex_AngularVelocity,Pinky_MCP_Spread_AngularVelocity,Pinky_MCP_Flex_AngularVelocity,Pinky_PIP_Flex_AngularVelocity,Pinky_DIP_Flex_AngularVelocity,Thumb_CMC_Spread_AngularAcceleration,Thumb_CMC_Flex_AngularAcceleration,Thumb_PIP_Flex_AngularAcceleration,Thumb_DIP_Flex_AngularAcceleration,Index_MCP_Spread_AngularAcceleration,Index_MCP_Flex_AngularAcceleration,Index_PIP_Flex_AngularAcceleration,Index_DIP_Flex_AngularAcceleration,Middle_MCP_Spread_AngularAcceleration,Middle_MCP_Flex_AngularAcceleration,Middle_PIP_Flex_AngularAcceleration,Middle_DIP_Flex_AngularAcceleration,Ring_MCP_Spread_AngularAcceleration,Ring_MCP_Flex_AngularAcceleration,Ring_PIP_Flex_AngularAcceleration,Ring_DIP_Flex_AngularAcceleration,Pinky_MCP_Spread_AngularAcceleration,Pinky_MCP_Flex_AngularAcceleration,Pinky_PIP_Flex_AngularAcceleration,Pinky_DIP_Flex_AngularAcceleration
0,0,00:00:00:000,0,0,0,1.32379,-1.949967,0.621713,3.678399,-3.730799,4.208017,4.550299,-5.117073,7.093966,5.011768,-6.298632,9.581356,1.03899,0,1.686391,1.03899,0.037761,9.641575,1.633433,-2.524636,13.44498,2.006433,-4.332688,15.26224,2.350197,-6.099215,16.65216,0.392464,-0.035064,1.686391,-0.165499,0.000129,9.070106,-0.307651,-2.47057,13.64759,-0.343976,-4.51828,15.84309,-0.348704,-6.450006,17.33487,-0.194483,-0.000074,1.686391,-1.222152,0.033901,8.31558,-1.649493,-1.606719,12.73831,-1.890787,-3.3064,15.14904,-2.065075,-4.975491,16.84093,-0.764242,-0.000195,1.686391,-2.173261,0.03167,7.080971,-2.866641,-0.588262,10.39632,-3.223872,-1.555713,11.87561,-3.576335,-2.970749,13.1726,0,0,0,-31.59339,24.98772,-92.61885,-16.35424,24.98773,-92.61887,-10.62827,24.98773,-92.61887,-10.62827,24.98773,-92.61887,-0.271968,0,0,34.45,4.144684,7.046489,45.15838,5.821342,5.896771,51.91894,7.678672,5.035103,51.91894,7.678672,5.035103,-0.272309,-4.321437,0,28.28878,-2.592577,1.51142,42.97283,-1.984187,1.112159,52.31168,-1.292644,0.858261,52.31168,-1.292644,0.858261,-0.290176,-8.811955,0,19.93056,-6.667901,3.15685,34.23917,-9.826563,5.997231,43.08319,-13.56773,8.120345,43.08319,-13.56773,8.120347,-0.327439,-14.63815,0,10.33395,-11.84587,0.185432,31.63821,-15.52162,3.210201,44.97284,-20.04724,4.951297,44.97285,-20.04724,4.951298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.557774,9.427332,10.22418,9.885715,26.40736,38.28715,15.23916,5.725944,4.172369,33.96858,10.81467,6.869984,-2.593519,28.35796,14.66916,9.332941,-6.680933,20.35242,14.7526,9.320867,-11.84661,10.59134,22.08073,13.94368,1584.442,2297.229,914.3495,343.5566,250.3422,2038.115,648.8801,412.199,-155.6112,1701.478,880.1498,559.9764,-400.8559,1221.145,885.1558,559.252,-710.7968,635.4803,1324.844,836.6205,95066.49,137833.7,54860.97,20613.4,15020.53,122286.9,38932.8,24731.94,-9336.669,102088.6,52808.98,33598.59,-24051.35,73268.72,53109.35,33555.12,-42647.8,38128.82,79490.62,50197.23
1,16.66667,00:00:00:017,0,0,0,1.32379,-1.949967,0.621713,3.678399,-3.730799,4.208017,4.550299,-5.117073,7.093966,5.011768,-6.298632,9.581356,1.03899,0,1.686391,1.03899,0.037761,9.641575,1.633433,-2.524636,13.44498,2.006433,-4.332688,15.26224,2.350197,-6.099215,16.65216,0.392464,-0.035064,1.686391,-0.165499,0.000129,9.070106,-0.307651,-2.47057,13.64759,-0.343976,-4.51828,15.84309,-0.348704,-6.450006,17.33487,-0.194483,-0.000074,1.686391,-1.222152,0.033901,8.31558,-1.649493,-1.606719,12.73831,-1.890787,-3.3064,15.14904,-2.065075,-4.975491,16.84093,-0.764242,-0.000195,1.686391,-2.173261,0.03167,7.080971,-2.866641,-0.588262,10.39632,-3.223872,-1.555713,11.87561,-3.576335,-2.970749,13.1726,0,0,0,-31.59339,24.98772,-92.61885,-16.35424,24.98773,-92.61887,-10.62827,24.98773,-92.61887,-10.62827,24.98773,-92.61887,-0.271968,0,0,34.45,4.144684,7.046489,45.15838,5.821342,5.896771,51.91894,7.678672,5.035103,51.91894,7.678672,5.035103,-0.272309,-4.321437,0,28.28878,-2.592577,1.51142,42.97283,-1.984187,1.112159,52.31168,-1.292644,0.858261,52.31168,-1.292644,0.858261,-0.290176,-8.811955,0,19.93056,-6.667901,3.15685,34.23917,-9.826563,5.997231,43.08319,-13.56773,8.120345,43.08319,-13.56773,8.120347,-0.327439,-14.63815,0,10.33395,-11.84587,0.185432,31.63821,-15.52162,3.210201,44.97284,-20.04724,4.951297,44.97285,-20.04724,4.951298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.557774,9.427332,10.22418,9.885715,26.40736,38.28715,15.23916,5.725944,4.172369,33.96858,10.81467,6.869984,-2.593519,28.35796,14.66916,9.332941,-6.680933,20.35242,14.7526,9.320867,-11.84661,10.59134,22.08073,13.94368,1584.442,2297.229,914.3495,343.5566,250.3422,2038.115,648.8801,412.199,-155.6112,1701.478,880.1498,559.9764,-400.8559,1221.145,885.1558,559.252,-710.7968,635.4803,1324.844,836.6205,95066.49,137833.7,54860.97,20613.4,15020.53,122286.9,38932.8,24731.94,-9336.669,102088.6,52808.98,33598.59,-24051.35,73268.72,53109.35,33555.12,-42647.8,38128.82,79490.62,50197.23
2,33.33333,00:00:00:033,0,0,0,1.32379,-1.949967,0.621713,3.678287,-3.730883,4.208049,4.550117,-5.117203,7.093997,5.011563,-6.298797,9.581376,1.03899,0,1.686391,1.03899,0.037761,9.641575,1.633349,-2.524906,13.44481,2.006309,-4.333122,15.26192,2.35004,-6.099791,16.65166,0.392464,-0.035064,1.686391,-0.165499,0.000129,9.070106,-0.307647,-2.470562,13.6476,-0.343969,-4.518282,15.84309,-0.348693,-6.450024,17.33485,-0.194483,-0.000074,1.686391,-1.222152,0.033901,8.31558,-1.649477,-1.606698,12.73832,-1.890761,-3.30636,15.14906,-2.065041,-4.975431,16.84097,-0.764242,-0.000195,1.686391,-2.173261,0.03167,7.080971,-2.866407,-0.588266,10.39637,-3.223514,-1.555748,11.87567,-3.57585,-2.970829,13.17265,0,0,0,-31.59204,24.98841,-92.61935,-16.35324,24.98841,-92.61936,-10.62803,24.98841,-92.61937,-10.62803,24.98841,-92.61936,-0.271968,0,0,34.45386,4.143199,7.046375,45.16336,5.82001,5.896812,51.92465,7.677484,5.035354,51.92466,7.677484,5.035355,-0.272309,-4.321437,0,28.28867,-2.592571,1.511499,42.9731,-1.98422,1.112273,52.31224,-1.292721,0.858404,52.31224,-1.292721,0.858404,-0.290176,-8.811955,0,19.9303,-6.667706,3.156981,34.23869,-9.826337,5.997402,43.08256,-13.56748,8.120576,43.08256,-13.56748,8.120576,-0.327439,-14.63815,0,10.33367,-11.84213,0.187151,31.63916,-15.51817,3.211948,44.97461,-20.04416,4.952902,44.97461,-20.04416,4.952902,0,0,0,0,0,0,-0.00675,-0.005029,0.001922,-0.010885,-0.007823,0.001833,-0.012271,-0.009879,0.001162,0,0,0,0,0,0,-0.00504,-0.016194,-0.010103,-0.007465,-0.02604,-0.019312,-0.00941,-0.034556,-0.029773,0,0,0,0,0,0,0.000204,0.000514,0.000268,0.000405,-0.000156,-0.000358,0.000626,-0.001028,-0.001609,0,0,0,0,0,0,0.000995,0.001218,0.000536,0.001609,0.002459,0.001341,0.002034,0.003576,0.002593,0,0,0,0,0,0,0.014037,-0.000229,0.002906,0.021458,-0.002101,0.003532,0.029124,-0.004806,0.002593,0,0,0,0,0,0,-0.405014,-0.301749,0.115335,-0.653118,-0.469387,0.109971,-0.736266,-0.592768,0.069737,0,0,0,0,0,0,-0.302419,-0.97163,-0.606179,-0.447929,-1.562387,-1.158714,-0.564605,-2.073347,-1.786351,0,0,0,0,0,0,0.012238,0.030845,0.016093,0.024308,-0.009388,-0.021458,0.037551,-0.061691,-0.09656,0,0,0,0,0,0,0.059679,0.07309,0.032187,0.09656,0.147522,0.080466,0.122041,0.214577,0.155568,0,0,0,0,0,0,0.842214,-0.013746,0.174344,1.28746,-0.126064,0.211895,1.747459,-0.288337,0.155568,7.557263,9.427169,10.22406,9.885154,26.40824,38.28567,15.23881,5.725191,4.170914,33.97256,10.81572,6.870669,-2.593519,28.35785,14.66957,9.333215,-6.680756,20.35215,14.75237,9.32074,-11.84289,10.59126,22.08178,13.94434,0.052643,-0.088577,-0.021114,-0.045176,-0.087318,0.238724,0.063343,0.041113,0,-0.006409,0.024261,0.016422,0.010586,-0.016594,-0.013733,-0.00761,0.22356,-0.004463,0.063171,0.03994,-95063.34,-137839,-54862.24,-20616.11,-15025.77,-122272.5,-38929,-24729.47,9336.669,-102089,-52807.53,-33597.6,24051.99,-73269.72,-53110.17,-33555.57,42661.21,-38129.08,-79486.83,-50194.83
3,50,00:00:00:050,0,0,0,1.32379,-1.949967,0.621713,3.678287,-3.730883,4.208049,4.550117,-5.117203,7.093997,5.011563,-6.298797,9.581376,1.03899,0,1.686391,1.03899,0.037761,9.641575,1.633349,-2.524906,13.44481,2.006309,-4.333122,15.26192,2.35004,-6.099791,16.65166,0.392464,-0.035064,1.686391,-0.165499,0.000129,9.070106,-0.307647,-2.470562,13.6476,-0.343969,-4.518282,15.84309,-0.348693,-6.450024,17.33485,-0.194483,-0.000074,1.686391,-1.222152,0.033901,8.31558,-1.649477,-1.606698,12.73832,-1.890761,-3.30636,15.14906,-2.065041,-4.975431,16.84097,-0.764242,-0.000195,1.686391,-2.173261,0.03167,7.080971,-2.866407,-0.588266,10.39637,-3.223514,-1.555748,11.87567,-3.57585,-2.970829,13.17265,0,0,0,-31.59204,24.98841,-92.61935,-16.35324,24.98841,-92.61936,-10.62803,24.98841,-92.61937,-10.62803,24.98841,-92.61936,-0.271968,0,0,34.45386,4.143199,7.046375,45.16336,5.82001,5.896812,51.92465,7.677484,5.035354,51.92466,7.677484,5.035355,-0.272309,-4.321437,0,28.28867,-2.592571,1.511499,42.9731,-1.98422,1.112273,52.31224,-1.292721,0.858404,52.31224,-1.292721,0.858404,-0.290176,-8.811955,0,19.9303,-6.667706,3.156981,34.23869,-9.826337,5.997402,43.08256,-13.56748,8.120576,43.08256,-13.56748,8.120576,-0.327439,-14.63815,0,10.33367,-11.84213,0.187151,31.63916,-15.51817,3.211948,44.97461,-20.04416,4.952902,44.97461,-20.04416,4.952902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405014,0.301749,-0.115335,0.653118,0.469387,-0.109971,0.736266,0.592768,-0.069737,0,0,0,0,0,0,0.302419,0.97163,0.606179,0.447929,1.562387,1.158714,0.564605,2.073347,1.786351,0,0,0,0,0,0,-0.012238,-0.030845,-0.016093,-0.024308,0.009388,0.021458,-0.037551,0.061691,0.09656,0,0,0,0,0,0,-0.059679,-0.07309,-0.032187,-0.09656,-0.147522,-0.080466,-0.122041,-0.214577,-0.155568,0,0,0,0,0,0,-0.842214,0.013746,-0.174344,-1.28746,0.126064,-0.211895,-1.747459,0.288337,-0.155568,7.557263,9.427169,10.22406,9.885154,26.40824,38.28567,15.23881,5.725191,4.170914,33.97256,10.81572,6.870669,-2.593519,28.35785,14.66957,9.333215,-6.680756,20.35215,14.75237,9.32074,-11.84289,10.59126,22.08178,13.94434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.158569,5.314635,1.266861,2.710533,5.239104,-14.32342,-3.800583,-2.466774,0,0.384521,-1.455688,-0.985336,-0.635147,0.995636,0.823975,0.456619,-13.41362,0.267792,-3.790283,-2.396393
4,66.66666,00:00:00:067,0,0,0,1.32379,-1.949967,0.621713,3.678106,-3.731044,4.208087,4.549824,-5.117459,7.094023,5.011225,-6.299124,9.581377,1.03899,0,1.686391,1.03899,0.037761,9.641575,1.633339,-2.524887,13.44483,2.006295,-4.333112,15.26192,2.350025,-6.099795,16.65165,0.392464,-0.035064,1.686391,-0.165499,0.000129,9.070106,-0.307645,-2.470555,13.6476,-0.343964,-4.518283,15.84308,-0.348686,-6.450034,17.33483,-0.194483,-0.000074,1.686391,-1.222152,0.033901,8.31558,-1.649451,-1.606722,12.73831,-1.890718,-3.306413,15.14904,-2.064984,-4.975514,16.84092,-0.764242,-0.000195,1.686391,-2.173261,0.03167,7.080971,-2.866343,-0.588222,10.39639,-3.223417,-1.555732,11.87568,-3.575714,-2.970866,13.17261,0,0,0,-31.58995,24.98985,-92.62033,-16.3517,24.98986,-92.62035,-10.62759,24.98986,-92.62035,-10.62759,24.98986,-92.62035,-0.271968,0,0,34.45357,4.143048,7.046408,45.16364,5.819798,5.896917,51.92529,7.677209,5.035538,51.92529,7.677209,5.035538,-0.272309,-4.321437,0,28.28859,-2.592549,1.511526,42.97331,-1.984196,1.112305,52.31261,-1.292694,0.858444,52.31261,-1.292694,0.858444,-0.290176,-8.811955,0,19.9306,-6.667477,3.157181,34.2394,-9.826226,5.9976,43.08352,-13.56749,8.120724,43.08352,-13.56749,8.120724,-0.327439,-14.63815,0,10.33283,-11.84107,0.18761,31.64019,-15.51741,3.212399,44.97683,-20.04374,4.953129,44.97683,-20.04374,4.953129,0,0,0,0,0,0,-0.010841,-0.009678,0.00228,-0.017636,-0.015333,0.001609,-0.020295,-0.019625,0.000089,0,0,0,0,0,0,-0.000603,0.001118,0.000805,-0.000805,0.000626,0.000358,-0.00095,-0.000246,-0.000894,0,0,0,0,0,0,0.000151,0.000391,0.000268,0.000307,-0.000045,-0.000268,0.000433,-0.000626,-0.000805,0,0,0,0,0,0,0.001542,-0.001431,-0.000358,0.00257,-0.003241,-0.00152,0.00342,-0.004984,-0.003129,0,0,0,0,0,0,0.003867,0.00266,0.001296,0.005856,0.000961,0.000626,0.008136,-0.002213,-0.002146,0,0,0,0,0,0,-0.650436,-0.580698,0.136793,-1.058131,-0.919998,0.09656,-1.217723,-1.17749,0.005364,0,0,0,0,0,0,-0.03621,0.067055,0.04828,-0.04828,0.037551,0.021458,-0.056997,-0.014752,-0.053644,0,0,0,0,0,0,0.009052,0.023469,0.016093,0.01844,-0.002682,-0.016093,0.025984,-0.037551,-0.04828,0,0,0,0,0,0,0.092536,-0.085831,-0.021458,0.154227,-0.19446,-0.091195,0.205189,-0.299066,-0.187755,0,0,0,0,0,0,0.232011,0.159591,0.077784,0.351369,0.057667,0.037551,0.488162,-0.132769,-0.128746,7.557143,9.426955,10.22378,9.884826,26.41004,38.28337,15.23824,5.724095,4.170727,33.97227,10.81631,6.87104,-2.593444,28.35777,14.66985,9.333405,-6.680521,20.35245,14.75279,9.320972,-11.84184,10.59045,22.08361,13.94549,0.108147,-0.138245,-0.034218,-0.065746,-0.011244,-0.017166,0.034904,0.022259,0.00452,-0.004692,0.016994,0.011387,0.014076,0.018311,0.025005,0.013962,0.062943,-0.049038,0.109634,0.068893,6.488799,-8.294678,-2.05307,-3.944778,-0.674629,-1.029968,2.094269,1.335525,0.271225,-0.281525,1.019669,0.683212,0.844574,1.098633,1.50032,0.837707,3.77655,-2.942276,6.578063,4.133606
