file,duration_s,n_grasps,grasp_duration_mean_s,grasp_duration_median_s,thumb_rom_p95_p5_deg,index_rom_p95_p5_deg,close_thr,open_thr
C:\Users\jeann\Documents\MetaGlove_Project\data\BBTRH60-002_CIIRC_R.csv,60.433330000000005,58,0.3508621206896554,0.2833329999999994,20.316307,56.64339199999999,5.3861592,6.5444488
