file,duration_s,n_grasps,grasp_duration_mean_s,grasp_duration_median_s,thumb_rom_p95_p5_deg,index_rom_p95_p5_deg,close_thr,open_thr
C:\Users\jeann\Documents\MetaGlove_Project\data\BBTLH60-002 3_CIIRC_L.csv,60.466660000000005,34,0.8338232352941181,0.6583349999999975,21.784117999999996,53.804981999999995,2.316025610000001,3.1637786900000027
