file,file_stem,test_type,n_samples,duration_s,fs_hz,pinch_col,pinch_min,pinch_mean,pinch_p10,pinch_p90,pinch_close_thr,pinch_open_thr,n_grasps,grasp_duration_mean_s,grasp_duration_median_s,cycle_mean_s,cycle_cv,inter_grasp_interval_mean_s,inter_grasp_interval_median_s,rom_mean,rom_details
C:\Users\jeann\Documents\MetaGlove_Project\data\BBT-001 RH_CIIRC_R.csv,BBT-001 RH_CIIRC_R,BBT,3813,63.53333,59.98800239952822,Pinch_ThumbToIndex,1.303048,5.202640892341988,3.064512,7.700752,3.759948,4.687196,49,0.39897967346938806,0.25,1.1649305625,0.9068885590255037,0.770485895833333,0.3999999999999986,40.18202378999999,Ring_PIP_Flex:95.32; Pinky_PIP_Flex:90.87; Middle_PIP_Flex:74.60; Ring_DIP_Flex:60.74; Ring_MCP_Flex:59.39; Pinky_DIP_Flex:57.75; Pinky_MCP_Flex:50.85; Thumb_DIP_Flex:49.41; Middle_MCP_Flex:47.39; Index_MCP_Flex:45.64
