file,duration_s,n_grasps,grasp_duration_mean_s,grasp_duration_median_s,thumb_rom_p95_p5_deg,index_rom_p95_p5_deg,close_thr,open_thr
C:\Users\jeann\Documents\MetaGlove_Project\data\BBTRH60-002 3_CIIRC_R.csv,60.65,48,0.3354169374999996,0.2666684999999993,18.0725815,52.83212,2.90137265,3.7114828500000003
