file,file_stem,test_type,n_samples,duration_s,fs_hz,pinch_col,pinch_min,pinch_mean,pinch_p10,pinch_p90,pinch_close_thr,pinch_open_thr,n_grasps,grasp_duration_mean_s,grasp_duration_median_s,cycle_mean_s,cycle_cv,inter_grasp_interval_mean_s,inter_grasp_interval_median_s,rom_mean,rom_details
C:\Users\jeann\Documents\MetaGlove_Project\data\BBTRH60-002 2_CIIRC_R.csv,BBTRH60-002 2_CIIRC_R,BBT,3629,60.466660000000005,59.98800239952822,Pinch_ThumbToIndex,3.126367,6.992634157894737,4.651478,9.841308200000002,5.42995253,6.46791857,58,0.31551710344827577,0.26666999999999774,1.0330408245614036,0.9177713023114097,0.715789561403509,0.38334000000000046,41.32809674,Middle_MCP_Flex:136.21; Pinky_MCP_Flex:94.94; Middle_PIP_Flex:78.87; Ring_MCP_Flex:59.06; Index_MCP_Flex:56.14; Pinky_PIP_Flex:48.72; Ring_PIP_Flex:47.13; Middle_DIP_Flex:46.68; Index_PIP_Flex:38.86; Middle_MCP_Spread:37.98
